month;GPR;SHARE_GPR;N10;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;;;;;
01/10/2010;65,99;1,98;30414;0,01;0,04;0,10;0,03;0,13;0,03;0,03;0,28;0,02;0,35;0,03;0,06;0,04;0,02;0,36;0,77;0,00;0,02;0,04;0,17;0,25;0,10;0,17;0,12;0,09;0,01;0,05;0,03;0,01;0,01;0,01;0,04;0,24;0,13;0,06;0,01;0,00;0,08;0,02;0,02;1,43;0,03;0,02;0,02;;;;;40,06696836
01/11/2010;94,71;2,84;28621;0,01;0,08;0,10;0,06;0,16;0,04;0,03;0,68;0,05;0,39;0,03;0,15;0,12;0,01;0,36;1,05;0,03;0,01;0,08;0,26;0,37;0,11;0,31;0,60;0,08;0,01;0,07;0,02;0,01;0,01;0,07;0,24;0,68;0,24;0,04;0,11;0,00;0,16;0,02;0,04;2,03;0,04;0,02;0,07;;;;;96,21874649
01/12/2010;97,20;2,92;26479;0,01;0,11;0,10;0,07;0,13;0,08;0,03;0,53;0,03;0,35;0,06;0,09;0,09;0,02;0,42;1,04;0,02;0,00;0,01;0,25;0,31;0,12;0,22;0,48;0,15;0,01;0,09;0,07;0,00;0,01;0,04;0,05;0,63;0,12;0,18;0,03;0,02;0,19;0,05;0,05;2,11;0,03;0,01;0,13;;;;;74,65245145
01/01/2011;79,42;2,38;27622;0,02;0,08;0,05;0,07;0,08;0,07;0,02;0,47;0,02;0,26;0,01;0,25;0,06;0,01;0,35;0,72;0,03;0,01;0,04;0,16;0,34;0,07;0,11;0,23;0,06;0,02;0,05;0,02;0,03;0,01;0,01;0,03;0,48;0,06;0,01;0,01;0,18;0,20;0,07;0,04;1,53;0,02;0,02;0,03;;;;;65,84620296
01/02/2011;90,01;2,70;25853;0,02;0,07;0,09;0,04;0,11;0,10;0,00;0,40;0,00;0,31;0,01;1,01;0,07;0,00;0,34;1,00;0,03;0,01;0,03;0,16;0,36;0,21;0,12;0,16;0,10;0,03;0,07;0,03;0,00;0,00;0,02;0,04;0,33;0,29;0,04;0,05;0,46;0,17;0,02;0,01;1,80;0,04;0,01;0,03;;;;;56,06353449
01/03/2011;136,89;4,11;30055;0,02;0,05;0,33;0,11;0,29;0,07;0,02;0,53;0,03;0,53;0,07;0,88;0,14;0,04;1,32;1,92;0,04;0,01;0,02;0,22;0,27;0,49;0,50;0,12;0,10;0,01;0,05;0,05;0,01;0,02;0,03;0,06;0,73;0,49;0,04;0,01;0,48;0,39;0,01;0,03;2,94;0,03;0,02;0,06;;;;;74,25839451
01/04/2011;91,02;2,73;27949;0,02;0,03;0,22;0,04;0,16;0,02;0,01;0,27;0,01;0,24;0,04;0,44;0,08;0,03;0,78;1,06;0,01;0,01;0,02;0,11;0,30;0,35;0,18;0,10;0,05;0,00;0,07;0,06;0,01;0,02;0,01;0,05;0,25;0,17;0,03;0,05;0,25;0,20;0,01;0,03;1,92;0,01;0,01;0,13;;;;;37,61128435
01/05/2011;105,34;3,16;28009;0,01;0,04;0,14;0,02;0,12;0,05;0,00;0,21;0,01;0,24;0,04;0,51;0,08;0,03;0,51;1,05;0,00;0,00;0,05;0,22;0,37;0,26;0,17;0,12;0,07;0,01;0,04;0,03;0,01;0,01;0,01;0,01;0,22;0,22;0,04;0,01;0,30;0,17;0,01;0,00;2,30;0,05;0,01;0,07;;;;;28,91946007
01/06/2011;84,39;2,53;27773;0,03;0,05;0,12;0,05;0,15;0,02;0,02;0,36;0,00;0,26;0,04;0,27;0,06;0,03;0,41;0,87;0,03;0,00;0,04;0,19;0,27;0,23;0,08;0,09;0,10;0,02;0,06;0,03;0,01;0,01;0,05;0,03;0,29;0,22;0,04;0,04;0,19;0,38;0,01;0,02;1,80;0,03;0,02;0,08;;;;;50,57865754
01/07/2011;78,92;2,37;27120;0,01;0,08;0,07;0,03;0,09;0,02;0,01;0,27;0,01;0,17;0,05;0,16;0,04;0,03;0,36;0,84;0,03;0,00;0,05;0,17;0,17;0,14;0,11;0,13;0,08;0,01;0,05;0,14;0,00;0,04;0,01;0,03;0,27;0,09;0,07;0,03;0,14;0,25;0,04;0,00;1,57;0,01;0,01;0,03;;;;;37,32918781
01/08/2011;86,95;2,61;26687;0,00;0,02;0,06;0,06;0,10;0,03;0,00;0,30;0,00;0,24;0,02;0,36;0,05;0,02;0,45;0,91;0,00;0,00;0,01;0,13;0,25;0,21;0,09;0,11;0,04;0,01;0,04;0,04;0,00;0,01;0,01;0,03;0,38;0,18;0,03;0,01;0,34;0,39;0,02;0,03;1,70;0,04;0,00;0,09;;;;;41,41975401
01/09/2011;83,35;2,50;28160;0,01;0,05;0,04;0,07;0,14;0,06;0,00;0,28;0,04;0,18;0,02;0,31;0,04;0,02;0,30;0,70;0,02;0,00;0,03;0,19;0,44;0,15;0,11;0,08;0,06;0,03;0,02;0,03;0,02;0,01;0,05;0,03;0,29;0,17;0,02;0,03;0,12;0,40;0,04;0,01;1,64;0,02;0,00;0,08;;;;;38,62859797
01/10/2011;76,34;2,29;28475;0,02;0,06;0,10;0,06;0,17;0,04;0,01;0,37;0,02;0,14;0,02;0,29;0,06;0,02;0,32;0,68;0,04;0,01;0,04;0,20;0,28;0,10;0,08;0,10;0,19;0,02;0,01;0,02;0,01;0,02;0,02;0,04;0,31;0,32;0,01;0,04;0,09;0,25;0,01;0,01;1,53;0,00;0,00;0,10;;;;;51,0708417
01/11/2011;83,16;2,49;28105;0,00;0,11;0,10;0,04;0,18;0,02;0,00;0,59;0,02;0,27;0,00;0,39;0,06;0,03;0,52;0,82;0,00;0,01;0,07;0,16;0,52;0,17;0,15;0,17;0,08;0,01;0,03;0,01;0,01;0,03;0,02;0,04;0,62;0,31;0,02;0,04;0,09;0,47;0,02;0,01;1,74;0,01;0,02;0,03;;;;;80,79505632
01/12/2011;85,34;2,56;26292;0,04;0,04;0,17;0,06;0,11;0,05;0,01;0,55;0,01;0,29;0,02;0,24;0,14;0,02;0,38;0,86;0,03;0,02;0,02;0,16;0,29;0,14;0,20;0,31;0,06;0,01;0,10;0,03;0,00;0,03;0,05;0,03;0,46;0,24;0,05;0,03;0,07;0,31;0,02;0,02;1,83;0,04;0,01;0,03;;;;;75,35334059
01/01/2012;79,63;2,39;26920;0,02;0,07;0,10;0,05;0,07;0,04;0,01;0,56;0,01;0,25;0,04;0,31;0,15;0,01;0,40;0,84;0,06;0,01;0,02;0,17;0,45;0,16;0,19;0,24;0,05;0,00;0,04;0,00;0,00;0,02;0,01;0,02;0,44;0,28;0,01;0,08;0,03;0,26;0,03;0,01;1,78;0,06;0,01;0,05;;;;;76,52649212
01/02/2012;92,45;2,77;26255;0,05;0,06;0,16;0,01;0,12;0,04;0,00;0,82;0,02;0,29;0,03;0,24;0,09;0,02;0,57;1,06;0,01;0,01;0,01;0,29;0,69;0,13;0,12;0,16;0,08;0,06;0,10;0,02;0,00;0,02;0,03;0,07;0,89;0,35;0,03;0,16;0,22;0,36;0,01;0,04;1,91;0,04;0,01;0,05;;;;;111,5617159
01/03/2012;88,76;2,66;28998;0,01;0,06;0,10;0,05;0,13;0,02;0,01;0,62;0,03;0,18;0,01;0,21;0,08;0,01;0,43;0,93;0,02;0,01;0,03;0,18;0,65;0,09;0,22;0,28;0,04;0,03;0,05;0,03;0,00;0,00;0,04;0,01;0,69;0,22;0,03;0,05;0,04;0,31;0,01;0,02;1,91;0,02;0,01;0,06;;;;;85,09566348
01/04/2012;96,02;2,88;26355;0,02;0,10;0,11;0,05;0,10;0,04;0,00;0,80;0,06;0,36;0,01;0,17;0,08;0,01;0,50;1,09;0,03;0,00;0,05;0,27;0,38;0,04;0,25;0,31;0,06;0,05;0,03;0,05;0,01;0,04;0,03;0,02;0,58;0,20;0,02;0,07;0,05;0,51;0,02;0,01;1,97;0,03;0,02;0,07;;;;;109,047812
01/05/2012;78,17;2,34;27680;0,01;0,07;0,06;0,03;0,08;0,03;0,00;0,48;0,03;0,29;0,00;0,12;0,05;0,01;0,36;0,76;0,01;0,01;0,01;0,16;0,35;0,09;0,15;0,18;0,05;0,00;0,05;0,06;0,00;0,03;0,05;0,03;0,57;0,19;0,02;0,03;0,03;0,24;0,03;0,01;1,63;0,03;0,01;0,03;;;;;65,48279731
01/06/2012;77,82;2,33;26733;0,01;0,05;0,07;0,03;0,07;0,06;0,00;0,48;0,01;0,27;0,03;0,26;0,06;0,01;0,33;0,93;0,00;0,00;0,02;0,10;0,37;0,05;0,09;0,10;0,13;0,02;0,06;0,04;0,00;0,02;0,04;0,01;0,80;0,24;0,03;0,02;0,04;0,47;0,01;0,01;1,49;0,01;0,01;0,03;;;;;65,11304875
01/07/2012;82,81;2,48;25969;0,03;0,04;0,05;0,03;0,10;0,05;0,00;0,49;0,03;0,22;0,01;0,24;0,05;0,01;0,39;0,87;0,02;0,01;0,00;0,20;0,59;0,07;0,09;0,10;0,08;0,03;0,05;0,05;0,01;0,05;0,03;0,01;0,75;0,21;0,05;0,05;0,05;0,59;0,03;0,00;1,70;0,02;0,02;0,04;;;;;66,35939091
01/08/2012;74,88;2,25;26760;0,01;0,05;0,03;0,01;0,06;0,01;0,01;0,30;0,03;0,16;0,00;0,27;0,05;0,02;0,23;0,70;0,02;0,00;0,02;0,15;0,53;0,07;0,13;0,09;0,09;0,01;0,04;0,03;0,00;0,02;0,02;0,00;0,38;0,32;0,03;0,02;0,03;0,47;0,02;0,01;1,74;0,04;0,02;0,06;;;;;40,98539475
01/09/2012;69,28;2,08;27286;0,01;0,08;0,05;0,02;0,15;0,02;0,01;0,37;0,02;0,19;0,01;0,27;0,05;0,00;0,23;0,60;0,02;0,00;0,04;0,13;0,52;0,06;0,13;0,13;0,07;0,03;0,03;0,04;0,01;0,02;0,01;0,01;0,34;0,14;0,02;0,04;0,05;0,27;0,02;0,01;1,57;0,02;0,01;0,04;;;;;49,43800223
01/10/2012;81,66;2,45;28660;0,01;0,06;0,12;0,01;0,08;0,02;0,00;0,34;0,03;0,24;0,01;0,21;0,06;0,03;0,30;0,77;0,03;0,03;0,01;0,08;0,42;0,07;0,10;0,07;0,05;0,01;0,04;0,04;0,01;0,03;0,03;0,02;0,44;0,19;0,03;0,02;0,04;0,41;0,01;0,04;1,56;0,04;0,01;0,03;;;;;45,97749856
01/11/2012;81,39;2,44;28183;0,01;0,06;0,04;0,02;0,11;0,03;0,01;0,31;0,01;0,20;0,00;0,62;0,04;0,01;0,30;0,78;0,01;0,00;0,03;0,12;0,92;0,07;0,11;0,08;0,07;0,02;0,02;0,02;0,01;0,05;0,01;0,00;0,30;0,17;0,02;0,04;0,09;0,37;0,05;0,01;1,57;0,01;0,02;0,05;;;;;40,88797852
01/12/2012;74,83;2,24;25752;0,02;0,04;0,09;0,04;0,08;0,03;0,00;0,31;0,02;0,24;0,01;0,24;0,05;0,01;0,39;0,73;0,00;0,01;0,00;0,09;0,30;0,07;0,18;0,20;0,05;0,02;0,07;0,02;0,01;0,05;0,02;0,02;0,44;0,10;0,03;0,01;0,06;0,33;0,03;0,00;1,56;0,00;0,01;0,05;;;;;40,94838074
01/01/2013;90,66;2,72;27251;0,01;0,06;0,10;0,01;0,17;0,03;0,01;0,34;0,01;0,26;0,04;0,22;0,05;0,01;0,94;1,10;0,01;0,01;0,01;0,12;0,22;0,10;0,30;0,21;0,07;0,05;0,15;0,17;0,01;0,05;0,01;0,02;0,36;0,09;0,03;0,03;0,08;0,22;0,01;0,02;1,76;0,00;0,02;0,07;;;;;45,37829085
01/02/2013;81,59;2,45;25335;0,03;0,05;0,12;0,02;0,16;0,02;0,01;0,47;0,01;0,33;0,02;0,27;0,06;0,01;0,59;0,71;0,00;0,00;0,01;0,11;0,41;0,18;0,22;0,36;0,08;0,02;0,04;0,04;0,01;0,02;0,01;0,01;0,45;0,13;0,04;0,04;0,11;0,17;0,01;0,02;1,84;0,01;0,02;0,04;;;;;61,70933637
01/03/2013;75,90;2,28;28202;0,03;0,05;0,09;0,02;0,07;0,02;0,01;0,41;0,02;0,20;0,01;0,11;0,02;0,02;0,37;0,81;0,03;0,01;0,02;0,09;0,37;0,13;0,17;0,45;0,07;0,02;0,03;0,02;0,01;0,04;0,04;0,01;0,40;0,19;0,04;0,02;0,05;0,32;0,01;0,00;1,64;0,02;0,01;0,05;;;;;54,35856109
01/04/2013;95,11;2,85;26712;0,03;0,08;0,07;0,01;0,16;0,03;0,00;0,65;0,01;0,23;0,01;0,13;0,06;0,01;0,37;0,86;0,01;0,00;0,01;0,15;0,38;0,09;0,45;0,82;0,04;0,01;0,04;0,01;0,00;0,04;0,03;0,01;0,52;0,15;0,01;0,02;0,07;0,23;0,03;0,00;2,22;0,03;0,02;0,04;;;;;85,33164742
01/05/2013;83,72;2,51;27718;0,04;0,04;0,17;0,04;0,12;0,03;0,01;0,27;0,03;0,19;0,01;0,12;0,03;0,02;0,45;0,97;0,01;0,00;0,01;0,12;0,44;0,10;0,14;0,24;0,06;0,01;0,05;0,01;0,00;0,02;0,01;0,00;0,60;0,13;0,06;0,03;0,08;0,29;0,03;0,00;1,77;0,03;0,00;0,01;;;;;36,09066006
01/06/2013;82,97;2,49;26279;0,00;0,06;0,10;0,03;0,10;0,03;0,00;0,41;0,01;0,32;0,04;0,11;0,03;0,02;0,41;0,89;0,08;0,01;0,00;0,12;0,30;0,12;0,16;0,19;0,05;0,01;0,08;0,04;0,00;0,05;0,02;0,02;0,56;0,20;0,02;0,02;0,03;0,25;0,02;0,03;1,86;0,01;0,02;0,03;;;;;54,36125142
01/07/2013;73,98;2,22;25464;0,02;0,03;0,08;0,04;0,14;0,01;0,00;0,27;0,03;0,20;0,01;0,50;0,05;0,01;0,25;0,82;0,04;0,01;0,01;0,08;0,30;0,11;0,09;0,18;0,08;0,01;0,07;0,05;0,00;0,02;0,02;0,02;0,30;0,12;0,04;0,01;0,05;0,12;0,00;0,02;1,43;0,02;0,02;0,06;;;;;34,8905505
01/08/2013;90,96;2,73;26135;0,01;0,06;0,06;0,04;0,12;0,03;0,01;0,27;0,02;0,29;0,02;0,48;0,03;0,01;0,50;1,21;0,03;0,00;0,01;0,18;0,39;0,08;0,08;0,13;0,03;0,00;0,05;0,03;0,00;0,02;0,04;0,01;0,60;0,28;0,06;0,00;0,04;0,33;0,00;0,02;2,06;0,01;0,02;0,03;;;;;35,33693759
01/09/2013;100,46;3,01;25986;0,04;0,09;0,06;0,06;0,23;0,06;0,00;0,37;0,02;0,34;0,02;0,27;0,07;0,02;0,64;1,18;0,02;0,01;0,03;0,13;0,80;0,13;0,12;0,15;0,06;0,02;0,08;0,03;0,02;0,05;0,03;0,00;0,99;0,22;0,10;0,02;0,02;0,25;0,01;0,01;2,36;0,02;0,02;0,06;;;;;47,84013991
01/10/2013;72,95;2,19;27649;0,03;0,06;0,06;0,04;0,13;0,03;0,01;0,34;0,01;0,32;0,01;0,23;0,05;0,01;0,35;0,78;0,02;0,00;0,05;0,13;0,52;0,13;0,08;0,11;0,06;0,05;0,02;0,05;0,01;0,04;0,02;0,01;0,50;0,17;0,04;0,01;0,04;0,21;0,01;0,04;1,57;0,03;0,01;0,08;;;;;43,86708626
01/11/2013;77,78;2,33;26405;0,00;0,04;0,04;0,06;0,07;0,11;0,00;0,50;0,02;0,48;0,01;0,13;0,03;0,01;0,61;0,91;0,04;0,00;0,01;0,16;0,83;0,05;0,13;0,13;0,03;0,01;0,03;0,04;0,00;0,07;0,00;0,01;0,64;0,39;0,02;0,02;0,01;0,16;0,01;0,02;1,76;0,03;0,01;0,03;;;;;64,25052549
01/12/2013;70,37;2,11;24020;0,01;0,08;0,05;0,04;0,11;0,06;0,00;0,36;0,00;0,24;0,02;0,16;0,03;0,00;0,30;0,60;0,02;0,00;0,01;0,08;0,35;0,07;0,13;0,17;0,05;0,00;0,04;0,05;0,00;0,03;0,03;0,01;0,39;0,16;0,04;0,05;0,01;0,14;0,01;0,10;1,63;0,00;0,00;0,09;;;;;45,90102463
01/01/2014;77,92;2,34;25460;0,02;0,04;0,09;0,02;0,08;0,27;0,00;0,27;0,01;0,30;0,04;0,16;0,04;0,00;0,29;0,68;0,02;0,02;0,01;0,09;0,35;0,07;0,10;0,12;0,06;0,02;0,05;0,03;0,01;0,01;0,03;0,00;0,52;0,18;0,04;0,06;0,05;0,23;0,01;0,13;1,70;0,01;0,02;0,05;;;;;35,11344695
01/02/2014;69,00;2,07;24110;0,01;0,05;0,13;0,02;0,10;0,08;0,01;0,29;0,02;0,45;0,02;0,14;0,05;0,02;0,37;0,59;0,01;0,02;0,07;0,10;0,22;0,10;0,09;0,15;0,05;0,01;0,07;0,02;0,02;0,03;0,08;0,01;0,61;0,12;0,04;0,05;0,02;0,16;0,01;0,32;1,46;0,07;0,02;0,03;;;;;37,43576724
01/03/2014;119,84;3,59;26875;0,02;0,11;0,56;0,10;0,34;0,09;0,01;0,61;0,01;0,99;0,03;0,16;0,09;0,04;0,72;1,51;0,04;0,21;0,06;0,24;0,23;0,35;0,26;0,23;0,06;0,15;0,22;0,06;0,03;0,01;0,48;0,02;2,33;0,17;0,06;0,10;0,02;0,30;0,03;2,12;2,70;0,04;0,04;0,06;;;;;76,75636281
01/04/2014;93,22;2,80;25357;0,02;0,09;0,20;0,02;0,11;0,06;0,02;0,43;0,02;0,51;0,04;0,09;0,08;0,02;0,41;0,79;0,04;0,05;0,02;0,10;0,21;0,15;0,24;0,25;0,02;0,12;0,09;0,05;0,02;0,11;0,22;0,00;1,54;0,07;0,07;0,02;0,01;0,11;0,02;1,34;2,11;0,02;0,01;0,04;;;;;53,810899
01/05/2014;83,43;2,50;26575;0,00;0,06;0,13;0,04;0,12;0,06;0,00;0,46;0,02;0,51;0,03;0,16;0,04;0,02;0,36;0,73;0,02;0,03;0,01;0,10;0,19;0,12;0,15;0,10;0,03;0,02;0,04;0,03;0,01;0,04;0,09;0,00;1,04;0,09;0,03;0,12;0,03;0,16;0,02;0,88;1,80;0,03;0,02;0,05;;;;;57,33168541
01/06/2014;98,77;2,96;25216;0,00;0,05;0,23;0,04;0,13;0,05;0,01;0,22;0,03;0,42;0,03;0,15;0,07;0,02;0,44;0,96;0,01;0,02;0,02;0,12;0,23;0,08;0,07;0,11;0,05;0,02;0,07;0,03;0,01;0,02;0,09;0,00;0,82;0,30;0,04;0,02;0,02;0,29;0,00;0,65;2,13;0,02;0,02;0,04;;;;;27,87622915
01/07/2014;138,75;4,16;25494;0,02;0,25;0,40;0,08;0,19;0,04;0,01;0,57;0,02;0,87;0,01;0,62;0,08;0,03;0,86;1,42;0,03;0,03;0,05;0,15;1,14;0,20;0,17;0,14;0,04;0,97;0,45;0,06;0,02;0,04;0,09;0,02;1,85;0,13;0,06;0,05;0,07;0,26;0,02;1,60;2,92;0,04;0,02;0,05;;;;;71,01305386
01/08/2014;136,45;4,09;24166;0,07;0,22;0,19;0,06;0,24;0,04;0,01;0,40;0,01;0,81;0,02;0,64;0,13;0,03;0,69;1,29;0,05;0,05;0,03;0,16;0,96;0,27;0,23;0,11;0,04;0,24;0,16;0,13;0,05;0,05;0,18;0,09;1,49;0,20;0,03;0,04;0,03;0,38;0,01;1,36;2,80;0,01;0,04;0,04;;;;;49,49213427
01/09/2014;131,56;3,95;24912;0,03;0,21;0,24;0,04;0,24;0,04;0,01;0,45;0,02;0,61;0,06;0,22;0,07;0,02;0,83;1,54;0,07;0,04;0,03;0,14;0,26;0,25;0,16;0,07;0,04;0,10;0,10;0,05;0,04;0,06;0,23;0,02;1,51;0,53;0,02;0,01;0,03;0,54;0,01;1,34;2,91;0,00;0,02;0,05;;;;;55,30163295
01/10/2014;83,66;2,51;26302;0,00;0,06;0,10;0,02;0,22;0,03;0,00;0,24;0,01;0,38;0,04;0,16;0,08;0,04;0,29;1,01;0,09;0,02;0,01;0,13;0,23;0,13;0,08;0,07;0,03;0,03;0,04;0,04;0,01;0,03;0,05;0,02;0,48;0,16;0,07;0,01;0,03;0,39;0,02;0,35;1,77;0,02;0,02;0,04;;;;;29,1580413
01/11/2014;84,38;2,53;24853;0,02;0,18;0,07;0,02;0,14;0,04;0,00;0,37;0,03;0,40;0,01;0,11;0,04;0,02;0,39;0,99;0,03;0,01;0,01;0,15;0,39;0,08;0,14;0,08;0,06;0,08;0,07;0,02;0,00;0,02;0,04;0,01;0,78;0,22;0,02;0,02;0,03;0,22;0,00;0,42;1,76;0,03;0,01;0,03;;;;;46,03808917
01/12/2014;86,53;2,60;22965;0,01;0,18;0,11;0,02;0,15;0,03;0,01;0,25;0,04;0,26;0,02;0,14;0,08;0,03;0,26;0,81;0,03;0,02;0,05;0,20;0,19;0,08;0,10;0,10;0,05;0,06;0,06;0,07;0,03;0,05;0,07;0,01;0,73;0,20;0,04;0,04;0,04;0,17;0,01;0,50;1,78;0,09;0,03;0,06;;;;;30,94394747
01/01/2015;111,99;3,36;23877;0,09;0,09;0,26;0,03;0,18;0,11;0,00;0,29;0,00;0,57;0,07;0,14;0,17;0,02;1,59;1,11;0,02;0,01;0,02;0,22;0,52;0,15;0,22;0,12;0,05;0,03;0,06;0,04;0,00;0,04;0,03;0,03;0,64;0,26;0,06;0,01;0,06;0,28;0,02;0,37;2,10;0,06;0,01;0,05;;;;;35,21801312
01/02/2015;111,92;3,36;21924;0,05;0,15;0,22;0,02;0,28;0,06;0,00;0,32;0,03;0,86;0,15;0,26;0,15;0,02;1,08;1,09;0,02;0,08;0,02;0,12;0,51;0,17;0,20;0,12;0,04;0,02;0,03;0,05;0,00;0,03;0,15;0,00;1,36;0,21;0,02;0,02;0,02;0,26;0,02;1,14;2,42;0,04;0,01;0,05;;;;;39,26825687
01/03/2015;104,24;3,13;24277;0,02;0,03;0,13;0,02;0,16;0,37;0,00;0,40;0,01;0,63;0,04;0,39;0,07;0,02;0,57;0,95;0,01;0,01;0,00;0,13;0,86;0,05;0,09;0,11;0,04;0,01;0,05;0,05;0,00;0,00;0,03;0,00;0,79;0,53;0,02;0,02;0,05;0,26;0,01;0,38;2,50;0,05;0,02;0,05;;;;;48,21786099
01/04/2015;102,19;3,07;23523;0,02;0,09;0,09;0,05;0,17;0,23;0,01;0,50;0,06;0,46;0,02;0,25;0,07;0,02;0,54;0,78;0,03;0,02;0,03;0,19;0,62;0,24;0,19;0,20;0,05;0,04;0,05;0,03;0,00;0,04;0,07;0,01;0,82;0,70;0,05;0,02;0,03;0,21;0,02;0,26;2,44;0,06;0,03;0,03;;;;;60,28917485
01/05/2015;76,26;2,29;23389;0,01;0,05;0,07;0,02;0,12;0,02;0,00;0,30;0,05;0,25;0,04;0,20;0,04;0,01;0,34;0,56;0,01;0,03;0,03;0,11;0,20;0,07;0,14;0,13;0,06;0,06;0,04;0,04;0,00;0,05;0,05;0,00;0,45;0,50;0,05;0,03;0,01;0,16;0,03;0,19;1,67;0,02;0,03;0,05;;;;;35,34353489
01/06/2015;85,91;2,58;23092;0,02;0,09;0,15;0,02;0,19;0,12;0,00;0,32;0,01;0,45;0,03;0,10;0,09;0,01;0,52;0,74;0,02;0,06;0,03;0,10;0,31;0,17;0,11;0,15;0,04;0,03;0,05;0,03;0,00;0,02;0,11;0,02;0,71;0,31;0,06;0,01;0,16;0,24;0,03;0,34;1,91;0,02;0,01;0,07;;;;;38,1930285
01/07/2015;106,81;3,20;23099;0,03;0,08;0,12;0,05;0,10;0,09;0,03;0,73;0,03;0,61;0,02;0,17;0,06;0,01;0,71;1,10;0,02;0,05;0,03;0,19;0,73;0,14;0,13;0,11;0,10;0,04;0,06;0,03;0,00;0,04;0,01;0,02;0,82;0,45;0,02;0,05;0,23;0,42;0,01;0,17;2,45;0,01;0,02;0,06;;;;;86,24882277
01/08/2015;82,48;2,47;21222;0,00;0,05;0,11;0,02;0,06;0,02;0,01;0,44;0,01;0,30;0,03;0,16;0,11;0,01;0,41;0,71;0,01;0,01;0,00;0,10;0,53;0,10;0,13;0,13;0,03;0,05;0,12;0,05;0,00;0,02;0,04;0,01;0,60;0,17;0,01;0,06;0,03;0,35;0,02;0,16;1,86;0,03;0,01;0,03;;;;;52,46737888
01/09/2015;98,77;2,96;22988;0,02;0,07;0,14;0,03;0,14;0,04;0,02;0,42;0,02;0,53;0,07;0,17;0,09;0,04;0,57;1,06;0,03;0,22;0,03;0,07;0,51;0,15;0,10;0,12;0,09;0,04;0,08;0,06;0,00;0,02;0,09;0,04;1,07;0,40;0,13;0,03;0,04;0,56;0,02;0,45;2,29;0,02;0,03;0,06;;;;;49,27369936
