month;GPR;SHARE_GPR;N10;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;;;;;
01/10/2020;76,08;2,28;23707;0,04;0,07;0,17;0,03;0,18;0,00;0,02;0,65;0,02;0,40;0,03;0,09;0,07;0,06;0,57;0,66;0,16;0,03;0,00;0,12;0,20;0,12;0,11;0,13;0,09;0,01;0,05;0,03;0,00;0,01;0,09;0,00;0,85;0,11;0,12;0,01;0,01;0,53;0,11;0,08;1,66;0,03;0,01;0,00;;;;;68,41456503
01/11/2020;70,07;2,10;21793;0,01;0,09;0,16;0,04;0,12;0,05;0,00;0,42;0,02;0,33;0,04;0,09;0,10;0,01;0,50;0,64;0,10;0,05;0,00;0,18;0,28;0,12;0,11;0,14;0,09;0,01;0,07;0,04;0,01;0,03;0,06;0,01;0,45;0,14;0,03;0,01;0,06;0,19;0,07;0,12;1,31;0,06;0,02;0,08;;;;;43,74315018
01/12/2020;64,07;1,92;21180;0,01;0,10;0,20;0,03;0,13;0,00;0,00;0,59;0,03;0,40;0,03;0,11;0,09;0,01;0,51;0,44;0,18;0,01;0,02;0,12;0,32;0,08;0,09;0,19;0,02;0,01;0,05;0,04;0,01;0,03;0,03;0,01;0,58;0,22;0,06;0,00;0,02;0,22;0,06;0,04;1,44;0,09;0,00;0,04;;;;;61,72173606
01/01/2021;77,42;2,32;22609;0,01;0,10;0,10;0,10;0,12;0,03;0,02;0,77;0,04;0,29;0,04;0,13;0,05;0,00;0,29;0,56;0,31;0,02;0,01;0,12;0,17;0,05;0,12;0,28;0,07;0,00;0,02;0,01;0,03;0,02;0,10;0,00;0,59;0,20;0,01;0,00;0,03;0,15;0,23;0,15;1,90;0,09;0,04;0,05;;;;;79,77071853
01/02/2021;73,96;2,22;20692;0,00;0,12;0,18;0,03;0,15;0,01;0,00;0,72;0,00;0,40;0,03;0,05;0,03;0,02;0,44;0,71;0,14;0,02;0,06;0,14;0,14;0,13;0,21;0,18;0,08;0,04;0,07;0,10;0,00;0,03;0,05;0,00;0,51;0,20;0,05;0,14;0,00;0,14;0,07;0,06;1,58;0,02;0,07;0,04;;;;;73,44801145
01/03/2021;78,62;2,36;22900;0,03;0,20;0,11;0,04;0,18;0,04;0,00;0,84;0,02;0,37;0,02;0,07;0,07;0,03;0,48;0,73;0,23;0,03;0,05;0,31;0,14;0,15;0,38;0,33;0,07;0,03;0,05;0,04;0,00;0,03;0,04;0,02;0,63;0,23;0,05;0,10;0,01;0,21;0,14;0,10;1,76;0,04;0,01;0,10;;;;;85,68306117
01/04/2021;88,17;2,64;21479;0,02;0,14;0,23;0,06;0,18;0,02;0,01;0,74;0,01;0,47;0,05;0,05;0,06;0,07;0,57;0,80;0,13;0,03;0,04;0,18;0,23;0,10;0,27;0,19;0,05;0,07;0,03;0,04;0,00;0,05;0,08;0,03;1,20;0,08;0,07;0,04;0,01;0,20;0,20;0,72;1,98;0,03;0,10;0,07;;;;;74,97601011
01/05/2021;93,01;2,79;22010;0,01;0,16;0,26;0,04;0,24;0,10;0,03;0,64;0,01;0,53;0,05;0,35;0,03;0,03;0,51;0,89;0,08;0,07;0,03;0,31;0,87;0,09;0,20;0,26;0,05;0,07;0,06;0,15;0,00;0,02;0,22;0,06;0,83;0,09;0,11;0,06;0,01;0,14;0,11;0,33;2,02;0,02;0,05;0,04;;;;;64,52701583
01/06/2021;74,13;2,22;21544;0,00;0,15;0,36;0,04;0,18;0,08;0,00;0,73;0,01;0,39;0,02;0,13;0,09;0,07;0,49;0,73;0,14;0,02;0,01;0,19;0,20;0,12;0,16;0,20;0,04;0,01;0,09;0,03;0,02;0,01;0,12;0,02;0,83;0,10;0,02;0,04;0,01;0,19;0,15;0,29;1,70;0,02;0,03;0,05;;;;;73,42675451
01/07/2021;58,42;1,75;22314;0,02;0,07;0,11;0,01;0,13;0,04;0,00;0,52;0,02;0,22;0,03;0,06;0,02;0,01;0,21;0,54;0,09;0,00;0,00;0,17;0,17;0,11;0,14;0,18;0,05;0,01;0,08;0,04;0,01;0,04;0,06;0,00;0,49;0,06;0,01;0,01;0,03;0,13;0,12;0,14;1,25;0,04;0,05;0,04;;;;;52,55722944
01/08/2021;89,49;2,68;20715;0,02;0,06;0,15;0,02;0,17;0,05;0,00;0,59;0,03;0,44;0,07;0,12;0,08;0,01;0,36;0,96;0,06;0,06;0,03;0,14;0,28;0,09;0,14;0,19;0,06;0,00;0,07;0,09;0,04;0,00;0,13;0,00;0,69;0,06;0,08;0,00;0,02;0,25;0,12;0,13;2,15;0,07;0,21;0,03;;;;;58,47867608
01/09/2021;80,70;2,42;21360;0,00;0,45;0,12;0,09;0,21;0,01;0,01;0,84;0,02;0,23;0,03;0,07;0,08;0,02;0,64;1,03;0,15;0,07;0,02;0,43;0,14;0,06;0,39;0,27;0,08;0,02;0,07;0,06;0,00;0,02;0,08;0,00;0,60;0,10;0,03;0,03;0,01;0,13;0,20;0,07;1,92;0,04;0,09;0,02;;;;;82,51061343
01/10/2021;79,03;2,37;22317;0,02;0,22;0,23;0,01;0,15;0,09;0,00;0,76;0,02;0,30;0,03;0,11;0,09;0,01;0,42;0,70;0,09;0,04;0,01;0,26;0,16;0,06;0,20;0,20;0,05;0,01;0,08;0,09;0,01;0,04;0,13;0,00;0,55;0,10;0,05;0,01;0,00;0,25;0,31;0,11;1,64;0,03;0,03;0,04;;;;;74,72942038
01/11/2021;86,57;2,60;21105;0,02;0,26;0,39;0,01;0,18;0,05;0,01;0,80;0,01;0,72;0,02;0,08;0,04;0,01;0,63;1,00;0,15;0,05;0,00;0,16;0,24;0,21;0,16;0,17;0,07;0,02;0,13;0,06;0,02;0,02;0,58;0,00;1,21;0,13;0,03;0,03;0,00;0,36;0,23;0,57;1,86;0,05;0,02;0,09;;;;;77,67363361
01/12/2021;105,35;3,16;20255;0,00;0,13;0,45;0,01;0,21;0,02;0,00;0,86;0,01;0,86;0,05;0,05;0,03;0,04;0,69;1,18;0,17;0,06;0,01;0,15;0,27;0,32;0,24;0,16;0,06;0,02;0,11;0,12;0,01;0,02;0,26;0,00;1,72;0,15;0,15;0,08;0,00;0,16;0,34;1,50;2,48;0,05;0,03;0,06;;;;;83,8982168
01/01/2022;138,67;4,16;20628;0,01;0,21;0,88;0,12;0,33;0,11;0,07;0,80;0,02;1,24;0,11;0,06;0,17;0,18;1,12;1,72;0,15;0,11;0,01;0,22;0,14;0,33;0,25;0,33;0,08;0,01;0,25;0,16;0,05;0,04;0,63;0,00;2,78;0,22;0,11;0,02;0,00;0,19;0,21;2,59;3,32;0,09;0,05;0,07;;;;;76,92764678
01/02/2022;216,16;6,48;19866;0,04;0,36;0,82;0,19;0,77;0,10;0,04;1,50;0,01;2,57;0,15;0,09;0,14;0,36;1,76;2,90;0,19;0,37;0,06;0,17;0,16;0,49;0,60;0,32;0,05;0,05;0,25;0,24;0,01;0,03;1,22;0,07;5,40;0,18;0,24;0,03;0,01;0,31;0,26;5,01;4,88;0,04;0,08;0,06;;;;;144,387689
01/03/2022;318,95;9,57;20770;0,13;0,52;1,02;0,13;0,91;0,22;0,03;2,47;0,02;2,66;0,13;0,25;0,26;0,29;1,98;3,91;0,35;0,58;0,10;0,47;0,60;0,65;0,70;0,72;0,11;0,07;0,39;0,47;0,04;0,06;2,10;0,03;8,80;0,46;0,27;0,05;0,02;0,88;0,37;8,70;6,90;0,25;0,07;0,10;;;;;240,6896152
01/04/2022;191,14;5,73;17146;0,06;0,33;0,64;0,09;0,41;0,08;0,04;1,13;0,03;1,67;0,08;0,12;0,22;0,21;0,92;2,40;0,12;0,29;0,05;0,41;0,31;0,38;0,27;0,30;0,15;0,02;0,22;0,13;0,05;0,01;1,12;0,03;4,83;0,13;0,27;0,02;0,02;0,43;0,12;4,90;3,97;0,05;0,09;0,08;;;;;113,2719149
01/05/2022;142,26;4,27;17671;0,01;0,25;0,36;0,05;0,29;0,17;0,01;1,01;0,02;1,05;0,12;0,14;0,14;0,55;0,72;1,69;0,14;0,34;0,09;0,35;0,21;0,35;0,49;0,42;0,10;0,02;0,09;0,08;0,01;0,04;0,61;0,02;3,19;0,05;0,55;0,03;0,03;0,41;0,33;3,19;3,15;0,06;0,07;0,05;;;;;101,6938709
01/06/2022;130,71;3,92;16988;0,04;0,15;0,47;0,08;0,39;0,08;0,02;0,85;0,02;1,28;0,07;0,17;0,42;0,47;0,92;1,61;0,12;0,13;0,07;0,38;0,23;0,57;0,34;0,29;0,07;0,04;0,19;0,08;0,06;0,04;0,53;0,03;3,03;0,19;0,41;0,04;0,02;0,56;0,16;3,05;2,88;0,06;0,07;0,06;;;;;86,2076079
01/07/2022;117,18;3,51;17214;0,06;0,19;0,34;0,09;0,36;0,04;0,02;0,81;0,01;0,89;0,06;0,19;0,19;0,18;0,54;1,13;0,05;0,10;0,10;0,27;0,35;0,30;0,17;0,20;0,05;0,02;0,19;0,09;0,12;0,01;0,30;0,05;2,70;0,42;0,15;0,03;0,02;0,63;0,18;2,68;2,59;0,03;0,04;0,05;;;;;81,85267637
01/08/2022;132,86;3,99;16888;0,04;0,24;0,14;0,05;0,30;0,06;0,01;1,24;0,03;0,61;0,08;0,24;0,07;0,15;0,57;1,15;0,31;0,09;0,07;0,25;0,27;0,12;0,51;0,31;0,08;0,07;0,11;0,08;0,04;0,07;0,21;0,01;2,42;0,12;0,12;0,03;0,01;0,34;0,74;2,28;3,13;0,04;0,06;0,05;;;;;123,961164
01/09/2022;131,99;3,96;16975;0,02;0,18;0,43;0,05;0,29;0,07;0,04;1,14;0,05;0,99;0,16;0,07;0,09;0,12;0,67;1,35;0,14;0,16;0,03;0,51;0,16;0,34;0,29;0,43;0,07;0,04;0,13;0,23;0,04;0,04;0,42;0,04;3,02;0,11;0,27;0,02;0,00;0,47;0,31;2,93;2,93;0,05;0,06;0,04;;;;;114,6269465
01/10/2022;143,16;4,29;17606;0,01;0,11;0,36;0,06;0,27;0,08;0,02;1,18;0,04;0,84;0,06;0,05;0,10;0,10;0,78;1,26;0,13;0,11;0,05;0,31;0,26;0,32;0,42;0,42;0,08;0,02;0,12;0,14;0,03;0,01;0,31;0,01;3,39;0,37;0,16;0,02;0,01;0,39;0,33;3,29;3,40;0,11;0,09;0,05;;;;;119,5941666
01/11/2022;116,72;3,50;17539;0,03;0,12;0,28;0,13;0,28;0,05;0,01;1,12;0,01;0,70;0,06;0,22;0,09;0,11;0,58;1,09;0,19;0,12;0,40;0,30;0,09;0,22;0,30;0,37;0,05;0,01;0,11;0,15;0,03;0,02;0,39;0,01;2,46;0,17;0,14;0,04;0,03;0,48;0,39;2,46;2,70;0,03;0,07;0,07;;;;;113,7618839
01/12/2022;111,20;3,34;16131;0,02;0,19;0,18;0,05;0,21;0,06;0,01;0,87;0,04;0,52;0,04;0,04;0,14;0,09;0,48;1,04;0,07;0,10;0,10;0,25;0,13;0,16;0,25;0,24;0,09;0,00;0,08;0,08;0,07;0,01;0,24;0,02;2,28;0,16;0,11;0,02;0,01;0,25;0,29;2,21;2,55;0,06;0,02;0,04;;;;;89,3438684
01/01/2023;104,27;3,13;15828;0,03;0,13;0,20;0,13;0,29;0,16;0,03;0,67;0,03;0,90;0,08;0,06;0,15;0,25;0,56;1,08;0,03;0,09;0,03;0,20;0,20;0,15;0,23;0,29;0,15;0,01;0,20;0,11;0,05;0,02;0,47;0,07;1,97;0,04;0,17;0,03;0,01;0,24;0,16;1,95;2,41;0,04;0,07;0,04;;;;;68,2317663
01/02/2023;120,99;3,63;14990;0,01;0,16;0,31;0,06;0,39;0,05;0,03;1,49;0,02;0,80;0,09;0,13;0,11;0,13;0,74;1,05;0,08;0,06;0,07;0,29;0,17;0,17;0,25;0,33;0,08;0,01;0,13;0,10;0,01;0,13;0,32;0,03;2,30;0,14;0,14;0,02;0,01;0,49;0,34;2,03;2,98;0,02;0,08;0,09;;;;;150,0789506
01/03/2023;105,38;3,16;16958;0,02;0,22;0,18;0,04;0,25;0,07;0,02;1,41;0,02;0,64;0,06;0,05;0,06;0,08;0,42;0,91;0,14;0,09;0,06;0,31;0,32;0,18;0,25;0,36;0,06;0,02;0,08;0,02;0,02;0,08;0,27;0,01;2,05;0,37;0,13;0,02;0,01;0,22;0,37;2,00;2,62;0,01;0,02;0,06;;;;;144,5150065
01/04/2023;106,81;3,20;15420;0,02;0,12;0,20;0,18;0,24;0,04;0,04;1,23;0,04;0,61;0,01;0,33;0,12;0,13;0,58;0,99;0,13;0,08;0,07;0,25;0,30;0,14;0,38;0,37;0,05;0,03;0,12;0,06;0,11;0,08;0,18;0,01;1,81;0,42;0,12;0,01;0,04;0,28;0,40;1,69;2,44;0,06;0,07;0,05;;;;;127,5732439
01/05/2023;108,47;3,25;16506;0,02;0,16;0,19;0,21;0,24;0,06;0,00;1,08;0,04;0,62;0,08;0,24;0,07;0,14;0,53;1,08;0,16;0,12;0,08;0,32;0,20;0,22;0,50;0,30;0,08;0,01;0,12;0,07;0,05;0,04;0,16;0,01;1,90;0,33;0,15;0,01;0,02;0,36;0,35;1,77;2,51;0,04;0,08;0,18;;;;;113,9573665
01/06/2023;110,53;3,32;16349;0,02;0,13;0,27;0,07;0,25;0,04;0,02;1,06;0,04;0,70;0,11;0,10;0,10;0,09;0,46;1,11;0,12;0,07;0,07;0,26;0,17;0,17;0,20;0,29;0,05;0,02;0,08;0,10;0,10;0,02;0,15;0,01;2,21;0,21;0,13;0,03;0,02;0,16;0,35;2,13;2,46;0,06;0,08;0,12;;;;;111,7522721
01/07/2023;107,45;3,22;16104;0,01;0,16;0,21;0,11;0,17;0,06;0,01;0,97;0,02;0,71;0,07;0,09;0,10;0,20;0,53;1,02;0,10;0,12;0,05;0,21;0,32;0,12;0,26;0,38;0,13;0,02;0,14;0,07;0,07;0,02;0,29;0,02;2,08;0,09;0,30;0,02;0,02;0,48;0,29;1,83;2,48;0,06;0,07;0,11;;;;;103,409833
01/08/2023;101,14;3,03;16482;0,05;0,10;0,17;0,12;0,24;0,05;0,02;0,99;0,03;0,48;0,09;0,08;0,09;0,04;0,57;1,11;0,12;0,04;0,04;0,32;0,17;0,22;0,23;0,25;0,07;0,02;0,16;0,03;0,05;0,03;0,13;0,02;1,97;0,27;0,09;0,01;0,02;0,33;0,19;1,64;2,16;0,02;0,07;0,13;;;;;105,0373072
01/09/2023;98,63;2,96;16529;0,03;0,19;0,11;0,11;0,31;0,05;0,02;1,08;0,04;0,45;0,04;0,13;0,10;0,05;0,56;1,18;0,11;0,10;0,10;0,46;0,20;0,14;0,27;0,50;0,09;0,06;0,08;0,06;0,01;0,07;0,19;0,01;1,91;0,25;0,13;0,02;0,03;0,39;0,22;1,66;2,22;0,04;0,15;0,11;;;;;115,2519506
01/10/2023;197,89;5,94;16747;0,04;0,21;0,35;0,09;0,57;0,05;0,01;1,04;0,05;0,79;0,07;1,64;0,15;0,08;0,86;2,23;0,14;0,10;0,07;0,22;4,34;0,24;0,24;0,27;0,16;0,02;0,12;0,21;0,04;0,07;0,12;0,03;1,84;0,79;0,17;0,07;0,08;0,41;0,26;1,71;4,42;0,10;0,05;0,07;;;;;111,2814571
01/11/2023;156,70;4,70;15979;0,04;0,15;0,18;0,08;0,41;0,07;0,01;0,92;0,03;0,33;0,04;1,21;0,11;0,06;0,56;1,45;0,13;0,07;0,26;0,25;3,19;0,09;0,32;0,28;0,08;0,04;0,08;0,08;0,01;0,13;0,14;0,00;1,27;0,29;0,04;0,28;0,03;0,23;0,34;1,22;3,73;0,03;0,11;0,06;;;;;99,017914
01/12/2023;142,28;4,27;15536;0,06;0,13;0,19;0,08;0,26;0,05;0,01;0,70;0,05;0,51;0,12;0,92;0,17;0,04;0,70;1,61;0,11;0,21;0,05;0,23;2,45;0,26;0,18;0,15;0,12;0,03;0,20;0,36;0,03;0,03;0,21;0,01;1,50;0,28;0,12;0,03;0,01;0,21;0,17;1,35;3,42;0,12;0,06;0,12;;;;;75,4813229
01/01/2024;160,16;4,80;15966;0,03;0,31;0,18;0,06;0,38;0,18;0,01;0,97;0,05;0,54;0,14;1,01;0,03;0,08;0,63;1,88;0,08;0,08;0,06;0,28;2,78;0,12;0,25;0,34;0,14;0,04;0,34;0,15;0,04;0,01;0,11;0,03;1,55;0,56;0,13;0,06;0,01;0,34;0,26;1,48;3,85;0,08;0,09;0,30;;;;;103,2396479
01/02/2024;146,60;4,40;15283;0,09;0,22;0,22;0,09;0,27;0,05;0,01;0,77;0,03;0,71;0,09;0,92;0,12;0,09;0,75;1,65;0,04;0,13;0,07;0,22;2,24;0,22;0,14;0,16;0,18;0,05;0,19;0,07;0,04;0,02;0,20;0,02;1,72;0,28;0,10;0,05;0,00;0,25;0,20;1,51;3,40;0,08;0,03;0,12;;;;;82,2410025
01/03/2024;133,21;4,00;16268;0,01;0,15;0,36;0,07;0,24;0,06;0,01;0,88;0,04;0,66;0,06;0,66;0,21;0,09;0,77;1,39;0,05;0,12;0,04;0,24;1,89;0,25;0,14;0,27;0,13;0,03;0,09;0,09;0,01;0,04;0,22;0,01;1,58;0,20;0,13;0,01;0,02;0,23;0,18;1,48;2,94;0,07;0,04;0,12;;;;;92,76335151
01/04/2024;163,74;4,91;15801;0,04;0,31;0,24;0,09;0,47;0,05;0,01;1,04;0,05;0,72;0,03;0,70;0,17;0,08;0,82;1,99;0,11;0,05;0,08;0,25;2,90;0,19;0,28;0,27;0,13;0,02;0,12;0,07;0,03;0,08;0,32;0,03;1,83;0,39;0,13;0,06;0,00;0,25;0,30;1,67;4,01;0,04;0,08;0,14;;;;;109,7567977
01/05/2024;130,52;3,91;16348;0,07;0,21;0,22;0,05;0,28;0,09;0,02;0,94;0,03;0,48;0,02;0,71;0,17;0,04;0,64;1,25;0,06;0,07;0,04;0,13;1,75;0,15;0,18;0,26;0,06;0,02;0,13;0,13;0,01;0,02;0,18;0,01;1,72;0,26;0,12;0,01;0,01;0,18;0,23;1,53;3,11;0,07;0,09;0,18;;;;;98,93696318
01/06/2024;112,88;3,39;15772;0,04;0,14;0,27;0,08;0,24;0,18;0,01;0,89;0,04;0,45;0,08;0,47;0,11;0,03;0,72;1,22;0,04;0,13;0,04;0,19;1,52;0,34;0,26;0,34;0,06;0,02;0,12;0,11;0,03;0,12;0,14;0,03;1,47;0,15;0,11;0,01;0,05;0,17;0,18;1,27;2,69;0,06;0,11;0,11;;;;;94,44427843
01/07/2024;92,39;2,77;16238;0,02;0,07;0,12;0,07;0,17;0,08;0,03;0,73;0,06;0,43;0,03;0,28;0,12;0,03;0,47;1,07;0,07;0,16;0,04;0,16;1,08;0,14;0,16;0,19;0,04;0,02;0,07;0,06;0,01;0,04;0,15;0,02;0,99;0,14;0,09;0,01;0,00;0,15;0,15;0,87;2,09;0,10;0,06;0,06;;;;;77,13512285
01/08/2024;140,76;4,22;15798;0,04;0,17;0,08;0,15;0,19;0,10;0,01;0,64;0,09;0,42;0,08;0,79;0,05;0,08;0,65;1,59;0,09;0,04;0,06;0,23;1,88;0,13;0,10;0,17;0,12;0,04;0,05;0,10;0,02;0,07;0,13;0,02;1,55;0,26;0,07;0,05;0,01;0,22;0,13;1,34;3,21;0,15;0,07;0,06;;;;;66,20966575
01/09/2024;130,14;3,90;15371;0,03;0,08;0,15;0,11;0,23;0,03;0,03;0,77;0,04;0,49;0,02;0,47;0,08;0,06;0,79;1,63;0,03;0,14;0,04;0,17;1,85;0,12;0,21;0,27;0,10;0,03;0,03;0,04;0,00;0,08;0,12;0,02;1,44;0,15;0,06;0,03;0,00;0,27;0,21;1,29;2,97;0,07;0,05;0,07;;;;;77,48859591
01/10/2024;130,69;3,92;16174;0,04;0,11;0,20;0,09;0,22;0,07;0,00;0,98;0,01;0,55;0,05;0,27;0,10;0,11;0,65;1,45;0,09;0,08;0,14;0,27;2,10;0,27;0,22;0,40;0,13;0,04;0,11;0,11;0,01;0,04;0,19;0,01;1,37;0,30;0,10;0,04;0,01;0,28;0,31;1,10;3,03;0,04;0,04;0,15;;;;;96,7889763
01/11/2024;128,48;3,85;15881;0,05;0,11;0,20;0,21;0,33;0,06;0,03;0,99;0,03;0,70;0,05;0,21;0,13;0,14;0,67;1,52;0,06;0,16;0,03;0,18;1,41;0,25;0,20;0,85;0,15;0,01;0,11;0,12;0,09;0,03;0,13;0,01;1,96;0,21;0,14;0,03;0,00;0,28;0,19;1,78;3,15;0,08;0,09;0,09;;;;;98,2877903
01/12/2024;142,13;4,26;14379;0,03;0,11;0,16;0,09;0,31;0,06;0,01;0,84;0,03;0,53;0,07;0,26;0,06;0,12;0,54;1,52;0,04;0,07;0,02;0,19;1,62;0,15;0,21;0,54;0,16;0,03;0,10;0,10;0,04;0,03;0,08;0,02;2,30;0,34;0,10;0,01;0,01;1,20;0,18;1,54;3,30;0,04;0,03;0,10;;;;;82,99158456
01/01/2025;112,33;3,37;15939;0,03;0,08;0,13;0,16;0,34;0,11;0,04;0,85;0,21;0,53;0,17;0,31;0,11;0,10;0,62;1,27;0,09;0,07;0,04;0,24;1,03;0,14;0,14;0,35;0,31;0,01;0,09;0,08;0,03;0,04;0,16;0,02;1,12;0,24;0,08;0,03;0,02;0,21;0,16;0,80;2,72;0,11;0,01;0,08;;;;;82,58941238
01/02/2025;136,20;4,09;14834;0,05;0,18;0,44;0,05;0,65;0,05;0,01;1,11;0,09;1,14;0,23;0,36;0,13;0,18;1,02;1,74;0,06;0,08;0,05;0,21;0,98;0,19;0,18;0,33;0,46;0,01;0,10;0,09;0,00;0,01;0,39;0,02;1,95;0,68;0,14;0,10;0,01;0,28;0,14;1,75;3,51;0,10;0,06;0,07;;;;;104,7325917
01/03/2025;174,24;5,23;16858;0,02;0,17;0,39;0,09;0,95;0,08;0,01;1,08;0,05;0,94;0,17;0,43;0,13;0,17;1,32;2,52;0,13;0,14;0,05;0,24;1,19;0,39;0,29;0,39;0,43;0,03;0,11;0,16;0,04;0,02;0,39;0,04;2,45;0,79;0,14;0,09;0,01;0,34;0,17;2,23;4,46;0,18;0,07;0,08;;;;;102,9693107
01/04/2025;140,33;4,21;16465;0,04;0,10;0,26;0,10;0,39;0,09;0,01;1,03;0,03;0,61;0,07;0,24;0,07;0,07;0,76;1,49;0,06;0,12;0,08;0,43;1,13;0,40;0,32;0,31;0,22;0,05;0,07;0,12;0,02;0,05;0,11;0,01;1,51;0,26;0,08;0,08;0,00;0,28;0,13;1,28;3,50;0,18;0,16;0,12;;;;;98,96558678
01/05/2025;165,81;4,97;17051;0,05;0,19;0,22;0,07;0,74;0,15;0,02;1,14;0,04;0,68;0,08;0,29;0,19;0,08;1,02;1,95;0,11;0,05;0,05;0,76;1,87;0,37;0,17;0,32;0,19;0,03;0,09;0,09;0,03;0,04;0,19;0,02;1,51;0,67;0,19;0,04;0,02;0,69;0,21;1,40;4,11;0,19;0,10;0,09;;;;;108,8306816
01/06/2025;220,09;6,60;16042;0,02;0,30;0,21;0,09;0,95;0,07;0,01;1,39;0,02;0,92;0,10;0,36;0,27;0,07;1,10;2,72;0,09;0,05;0,02;0,47;4,11;0,24;0,38;0,42;0,20;0,04;0,32;0,19;0,01;0,04;0,17;0,01;2,15;0,45;0,19;0,04;0,01;0,64;0,21;1,74;5,59;0,05;0,11;0,04;;;;;135,9693552
01/07/2025;132,68;3,98;15906;0,03;0,12;0,18;0,11;0,39;0,08;0,00;0,91;0,02;0,63;0,12;0,31;0,10;0,09;0,71;1,52;0,05;0,03;0,12;0,37;1,75;0,25;0,31;0,36;0,11;0,16;0,11;0,09;0,01;0,10;0,11;0,02;1,40;0,19;0,13;0,13;0,01;0,36;0,12;1,24;3,24;0,06;0,11;0,05;;;;;101,3138048
01/08/2025;136,02;4,08;13971;0,01;0,22;0,20;0,11;0,49;0,05;0,01;0,87;0,05;0,93;0,05;0,30;0,16;0,29;0,99;1,35;0,06;0,11;0,03;0,51;1,37;0,34;0,29;0,28;0,11;0,03;0,06;0,09;0,02;0,04;0,18;0,02;1,77;0,19;0,11;0,04;0,01;0,25;0,11;1,62;3,56;0,09;0,09;0,07;;;;;97,69138357
01/09/2025;119,51;3,58;12247;0,02;0,22;0,21;0,11;0,39;0,02;0,00;0,91;0,08;0,59;0,11;0,27;0,17;0,11;0,81;1,05;0,02;0,16;0,06;0,35;1,30;0,28;0,20;0,24;0,20;0,03;0,08;0,14;0,02;0,05;0,46;0,07;1,36;0,25;0,11;0,03;0,02;0,29;0,13;1,10;3,18;0,24;0,09;0,08;;;;;100
